playerId,salary,rankingSalary,experience,year,playerSlug,college,draftinfo,name,birthdate,birthplace,weight,height,positionId,position,teamId,team,status,gamesPlayed,avgMinutes,avgFouls,flagrantFouls,technicalFouls,ejections,doubleDouble,tripleDouble,minutes,rebounds,fouls,avgRebounds,avgPoints,avgFieldGoalsMade,avgFieldGoalsAttempted,fieldGoalPct,avgThreePointFieldGoalsMade,avgThreePointFieldGoalsAttempted,threePointFieldGoalPct,avgFreeThrowsMade,avgFreeThrowsAttempted,freeThrowPct,avgAssists,avgTurnovers,points,fieldGoalsMade,fieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,freeThrowsMade,freeThrowsAttempted,assists,turnovers,avgSteals,avgBlocks,steals,blocks,totalPoints
366,650686.0,429,None,2009,allen-iverson,Georgetown,"1996: Rd 1, Pk 1 (PHI)",Allen Iverson,1975-06-07,"Hampton, VA",nan,nan,SG,Shooting Guard,DET,Detroit Pistons,inactive,57,36.7193,1.5087719,0,5,0,2,0,2093,173,86,3.0350878,17.45614,6.105263,14.631579,41.72700119018555,0.49122807,1.7368422,28.28282713890076,4.754386,6.0877194,78.0979995727539,4.9649124,2.5614035,995,348,834,28,99,271,347,1005,146,1.5438596,0.10526316,88,6,1046
366,650686.0,466,None,2010,allen-iverson,Georgetown,"1996: Rd 1, Pk 1 (PHI)",Allen Iverson,1975-06-07,"Hampton, VA",nan,nan,SG,Shooting Guard,PHI,Philadelphia 76ers,inactive,28,30.892857,1.7142857,0,1,0,0,0,865,79,48,2.8214285,13.75,4.857143,11.285714,43.03799819946289,0.32142857,0.89285713,36.000001430511475,3.7142856,4.678571,79.38899993896484,4.035714,2.2857144,385,136,316,9,25,104,131,113,64,0.6785714,0.071428575,19,2,432
429,6858000.0,34,None,1999,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)",Jason Kidd,1973-03-23,"San Francisco, CA",nan,nan,PG,Point Guard,PHX,Phoenix Suns,inactive,50,41.2,2.16,0,0,0,30,7,2060,339,108,6.78,16.92,6.2,13.96,44.41299819946289,0.9,2.46,36.58536672592163,3.62,4.78,75.73200225830078,10.78,3.0,846,310,698,45,123,181,239,539,150,2.28,0.38,114,19,1030
429,7630000.0,55,None,2000,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)",Jason Kidd,1973-03-23,"San Francisco, CA",nan,nan,PG,Point Guard,PHX,Phoenix Suns,inactive,67,39.044777,2.2089553,0,1,0,36,5,2616,483,148,7.2089553,14.313433,5.223881,12.761194,40.93600082397461,0.8358209,2.477612,33.73493850231171,3.0298507,3.6567163,82.85700225830078,10.119403,3.3731344,959,350,855,56,166,203,245,678,226,2.0,0.41791046,134,28,1308
429,8440000.0,46,None,2001,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)",Jason Kidd,1973-03-23,"San Francisco, CA",nan,nan,PG,Point Guard,PHX,Phoenix Suns,inactive,77,39.805195,2.2207792,0,2,0,33,7,3065,494,171,6.4155846,16.87013,5.857143,14.246754,41.11199951171875,0.8961039,3.012987,29.741379618644714,4.2597404,5.233766,81.38999938964844,9.779221,3.7142856,1299,451,1097,69,232,328,403,753,286,2.1558442,0.2987013,166,23,1532
429,9260000.0,43,None,2002,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)",Jason Kidd,1973-03-23,"San Francisco, CA",nan,nan,PG,Point Guard,NJ,New Jersey Nets,inactive,82,37.26829,1.6585366,0,2,0,44,8,3056,595,136,7.256098,14.731708,5.4268293,13.878049,39.104000091552734,1.4268292,4.4390244,32.14285671710968,2.4512196,3.012195,81.37699890136719,9.853659,3.487805,1208,445,1138,117,364,201,247,808,286,2.1341465,0.24390244,175,20,1527
429,10950000.0,31,None,2003,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)",Jason Kidd,1973-03-23,"San Francisco, CA",nan,nan,PG,Point Guard,NJ,New Jersey Nets,inactive,80,37.3625,1.5875,0,4,1,31,4,2989,504,127,6.3,18.6875,6.4375,15.55,41.39899826049805,1.575,4.625,34.05405282974243,4.2375,5.0375,84.11900329589844,8.8875,3.7,1495,515,1244,126,370,339,403,711,296,2.2375,0.3125,179,25,1494
429,16440000.0,6,None,2005,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)",Jason Kidd,1973-03-23,"San Francisco, CA",nan,nan,PG,Point Guard,NJ,New Jersey Nets,inactive,66,36.89394,1.6666666,0,2,0,26,8,2435,488,110,7.3939395,14.409091,5.151515,12.954545,39.76599884033203,1.9545455,5.4242425,36.03352010250092,2.1515152,2.909091,73.95800018310547,8.257576,2.530303,951,340,855,129,358,142,192,545,167,1.8636364,0.13636364,123,9,1217
429,18084000.0,3,None,2006,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)",Jason Kidd,1973-03-23,"San Francisco, CA",nan,nan,PG,Point Guard,NJ,New Jersey Nets,inactive,80,37.1875,1.9625,0,2,0,28,8,2975,580,157,7.25,13.3125,4.575,11.3125,40.44200134277344,1.7375,4.9375,35.1898729801178,2.425,3.05,79.50800323486328,8.4,2.4,1065,366,905,139,395,194,244,672,192,1.875,0.3625,150,29,1487
429,19728000.0,3,None,2007,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)",Jason Kidd,1973-03-23,"San Francisco, CA",nan,nan,PG,Point Guard,NJ,New Jersey Nets,inactive,80,36.6625,1.825,0,3,1,32,12,2933,655,146,8.1875,13.0125,4.6125,11.35,40.63899993896485,1.55,4.5125,34.34903025627136,2.2375,2.875,77.82599639892578,9.2,2.6625,1041,369,908,124,361,179,230,736,213,1.5875,0.2875,127,23,1466
429,21372000.0,2,None,2008,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)",Jason Kidd,1973-03-23,"San Francisco, CA",nan,nan,PG,Point Guard,DAL,Dallas Mavericks,inactive,80,36.325,2.0625,0,0,0,35,13,2906,600,165,7.5,10.8,3.8125,9.9125,38.46200180053711,1.4875,3.9,38.141027092933655,1.6875,2.0625,81.81800079345703,10.075,3.325,864,305,793,119,312,135,165,806,266,1.7,0.325,136,26,1453
429,8100000.0,84,None,2009,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)",Jason Kidd,1973-03-23,"San Francisco, CA",nan,nan,PG,Point Guard,DAL,Dallas Mavericks,inactive,81,35.62963,2.074074,1,1,0,19,3,2886,500,168,6.1728396,9.024692,3.1728394,7.6296296,41.58599853515625,1.6172839,3.9876542,40.55727422237396,1.0617284,1.2962962,81.90499877929688,8.666667,2.2839506,731,257,618,131,323,86,105,702,185,1.9753087,0.4814815,160,39,1443
429,8610500.0,74,None,2010,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)",Jason Kidd,1973-03-23,"San Francisco, CA",nan,nan,PG,Point Guard,DAL,Dallas Mavericks,inactive,80,36.0125,1.775,0,2,0,26,2,2881,445,142,5.5625,10.3,3.55,8.3875,42.32500076293945,2.2,5.175,42.51207709312439,1.0,1.2375,80.80799865722656,9.05,2.4375,824,284,671,176,414,80,99,724,195,1.8125,0.4375,145,35,1440
429,10121000.0,53,None,2011,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)",Jason Kidd,1973-03-23,"San Francisco, CA",nan,nan,PG,Point Guard,DAL,Dallas Mavericks,inactive,80,33.1625,1.4875,0,1,0,9,2,2653,351,119,4.3875,7.875,2.6875,7.45,36.07400131225586,1.6625,4.8875,34.01534557342529,0.8375,0.9625,87.01300048828125,8.1875,2.2375,630,215,596,133,391,67,77,655,179,1.675,0.3625,134,29,1326
242,8400000.0,44,None,2000,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)",Michael Finley,1973-03-06,"Melrose Park, IL",nan,nan,SG,Shooting Guard,DAL,Dallas Mavericks,inactive,82,42.243904,2.0853658,0,1,0,18,4,3464,518,171,6.3170733,22.621952,9.121951,19.95122,45.72100067138672,1.2073171,3.012195,40.08097052574158,3.1707318,3.8658535,82.01899719238281,5.3414636,2.390244,1855,748,1636,99,247,260,317,438,196,1.3292683,0.3902439,109,32,1732
242,10625000.0,31,None,2001,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)",Michael Finley,1973-03-06,"Melrose Park, IL",nan,nan,SG,Shooting Guard,DAL,Dallas Mavericks,inactive,82,41.987804,2.121951,1,4,0,9,1,3443,425,174,5.1829267,21.524391,8.670732,18.926828,45.8120002746582,1.1097561,3.207317,34.60076153278351,3.0731707,3.9634147,77.53800201416016,4.390244,2.317073,1765,711,1552,91,263,252,325,360,190,1.4390244,0.3902439,118,32,1721
242,11953000.0,29,None,2002,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)",Michael Finley,1973-03-06,"Melrose Park, IL",nan,nan,SG,Shooting Guard,DAL,Dallas Mavericks,inactive,69,39.913044,2.0869565,0,3,0,5,0,2754,360,144,5.2173915,20.637682,8.246377,17.797102,46.33599853515625,1.1014493,3.2463768,33.92857015132904,3.0434783,3.6376812,83.66500091552734,3.3333333,1.6956521,1424,569,1228,76,224,210,251,230,117,0.942029,0.36231884,65,25,1377
242,13281000.0,19,None,2003,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)",Michael Finley,1973-03-06,"Melrose Park, IL",nan,nan,SG,Shooting Guard,DAL,Dallas Mavericks,inactive,69,38.289856,1.5217391,0,3,0,9,0,2642,402,105,5.826087,19.289856,7.347826,17.289856,42.49800109863281,1.7246376,4.6666665,36.95652186870575,2.8695652,3.3333333,86.08699798583984,2.9710145,1.6521739,1331,507,1193,119,322,198,230,205,114,1.1014493,0.3043478,76,21,1321
242,14609000.0,16,None,2004,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)",Michael Finley,1973-03-06,"Melrose Park, IL",nan,nan,SG,Shooting Guard,DAL,Dallas Mavericks,inactive,72,38.583332,1.6388888,1,1,1,3,0,2778,325,118,4.513889,18.63889,7.138889,16.097221,44.3489990234375,2.0833333,5.138889,40.54054021835327,2.2777777,2.6805556,84.9739990234375,2.9444444,1.1527778,1342,514,1159,150,370,164,193,212,83,1.1666666,0.5416667,84,39,1388
242,2675000.0,209,None,2005,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)",Michael Finley,1973-03-06,"Melrose Park, IL",nan,nan,SG,Shooting Guard,DAL,Dallas Mavericks,inactive,64,36.84375,1.921875,1,2,0,1,0,2358,262,123,4.09375,15.671875,6.046875,14.171875,42.667999267578125,1.8125,4.453125,40.70175290107727,1.765625,2.125,83.08799743652344,2.640625,0.9375,1003,387,907,116,285,113,136,169,60,0.75,0.28125,48,18,1179
242,2889000.0,204,None,2006,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)",Michael Finley,1973-03-06,"Melrose Park, IL",nan,nan,SG,Shooting Guard,SA,San Antonio Spurs,inactive,77,26.467533,1.2597402,0,1,0,1,0,2038,247,97,3.2077923,10.12987,3.7142856,9.025974,41.1510009765625,1.4285715,3.6233766,39.42652344703674,1.2727273,1.4935066,85.21700286865234,1.5064934,0.8051948,780,286,695,110,279,98,115,116,62,0.48051947,0.09090909,37,7,1019
242,3103000.0,198,None,2007,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)",Michael Finley,1973-03-06,"Melrose Park, IL",nan,nan,SG,Shooting Guard,SA,San Antonio Spurs,inactive,82,22.231707,0.9268293,0,0,0,1,0,1823,223,76,2.7195122,9.02439,3.3292682,8.085366,41.17599868774414,1.2682927,3.487805,36.36363744735718,1.097561,1.195122,91.83699798583984,1.3170732,0.5609756,740,273,663,104,286,90,98,108,46,0.3902439,0.19512194,32,16,911
242,2500000.0,241,None,2008,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)",Michael Finley,1973-03-06,"Melrose Park, IL",nan,nan,SG,Shooting Guard,SA,San Antonio Spurs,inactive,82,26.878048,1.1341463,0,2,0,0,0,2204,254,93,3.097561,10.073171,3.8414633,9.280488,41.39300155639648,1.6097561,4.3536587,36.97479069232941,0.7804878,0.9756098,80.0,1.3902439,0.68292683,826,315,761,132,357,64,80,114,56,0.35365853,0.12195122,29,10,1101
242,2500000.0,235,None,2009,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)",Michael Finley,1973-03-06,"Melrose Park, IL",nan,nan,SG,Shooting Guard,SA,San Antonio Spurs,inactive,81,28.839506,1.0123457,0,0,0,0,0,2336,270,82,3.3333333,9.679012,3.7160494,8.506173,43.6870002746582,1.6172839,3.9382715,41.06582999229431,0.6296296,0.7654321,82.25800323486328,1.4074074,0.75308645,784,301,689,131,319,51,62,114,61,0.45679012,0.20987654,37,17,1167
897,12000000.0,15,None,2000,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)",Chris Webber,1973-03-01,"Detroit, MI",nan,nan,C,Center,SAC,Sacramento Kings,inactive,75,38.4,3.52,0,13,1,48,4,2880,787,264,10.493333,24.453333,9.973333,20.64,48.31999969482422,0.36,1.2666667,28.421053290367126,4.1466665,5.52,75.12100219726562,4.6,2.9066668,1834,748,1548,27,95,311,414,345,218,1.6,1.7066667,120,128,1440
897,12750000.0,11,None,2001,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)",Chris Webber,1973-03-01,"Detroit, MI",nan,nan,C,Center,SAC,Sacramento Kings,inactive,70,40.514286,3.2285714,1,11,2,50,1,2836,777,226,11.1,27.114286,11.228572,23.357143,48.073001861572266,0.028571429,0.4,7.14285746216774,4.6285715,6.5857143,70.28199768066406,4.2,2.7857144,1898,786,1635,2,28,324,461,294,195,1.3285714,1.6857142,93,118,1418
897,14343000.0,9,None,2002,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)",Chris Webber,1973-03-01,"Detroit, MI",nan,nan,C,Center,SAC,Sacramento Kings,inactive,54,38.351852,3.351852,4,9,0,31,0,2071,546,181,10.111111,24.481482,9.851851,19.907408,49.48799896240234,0.09259259,0.35185185,26.31579041481018,4.685185,6.259259,74.85199737548828,4.7777777,2.925926,1322,532,1075,5,19,253,338,258,158,1.6666666,1.4074074,90,76,1035
897,15937000.0,6,None,2003,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)",Chris Webber,1973-03-01,"Detroit, MI",nan,nan,C,Center,SAC,Sacramento Kings,inactive,67,39.134327,3.0447762,0,5,0,45,3,2622,704,204,10.5074625,23.014925,9.865672,21.38806,46.12699890136719,0.07462686,0.31343284,23.80952388048172,3.2089553,5.283582,60.73400115966797,5.432836,3.2089553,1542,661,1433,5,21,215,354,364,215,1.5820895,1.3134328,106,88,1310
897,17351000.0,4,None,2004,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)",Chris Webber,1973-03-01,"Detroit, MI",nan,nan,C,Center,SAC,Sacramento Kings,inactive,23,36.130436,3.3043478,0,1,0,8,0,831,200,76,8.695652,18.695652,7.5652175,18.304348,41.33000183105469,0.04347826,0.2173913,20.000000298023224,3.5217392,4.9565215,71.0530014038086,4.5652175,2.6086957,430,174,421,1,5,81,114,105,60,1.3478261,0.8695652,31,20,415
897,19125000.0,2,None,2005,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)",Chris Webber,1973-03-01,"Detroit, MI",nan,nan,C,Center,PHI,Philadelphia 76ers,inactive,67,35.373135,3.1940298,0,7,0,31,4,2370,612,214,9.134328,19.492537,8.283582,19.149254,43.257999420166016,0.2238806,0.6567164,34.090909361839294,2.7014925,3.402985,79.38600158691406,4.7462687,2.716418,1306,555,1283,15,44,181,228,318,182,1.4029851,0.7910448,94,53,1185
897,407313.0,454,None,2006,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)",Chris Webber,1973-03-01,"Detroit, MI",nan,nan,C,Center,PHI,Philadelphia 76ers,inactive,75,38.573334,2.92,0,1,0,38,0,2893,741,219,9.88,20.24,8.226666,18.96,43.38999938964844,0.28,1.0266666,27.272728085517883,3.5066667,4.64,75.57499694824219,3.4133334,2.4266667,1518,617,1422,21,77,263,348,256,182,1.3733333,0.82666665,103,62,1446
897,358107.0,460,None,2007,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)",Chris Webber,1973-03-01,"Detroit, MI",nan,nan,C,Center,DET,Detroit Pistons,inactive,61,29.852459,2.3442624,0,3,0,13,0,1821,437,143,7.163934,11.213115,4.7377048,10.4754095,45.22700119018555,0.06557377,0.18032786,36.36363744735718,1.6721312,2.6229508,63.74999999999999,3.081967,1.7540984,684,289,639,4,11,102,160,188,107,0.9836066,0.6721311,60,41,910
3,9000000.0,14,None,1999,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)",Shareef Abdur-Rahim,1976-12-11,"Marietta, GA",nan,nan,PF,Power Forward,VAN,Vancouver Grizzlies,inactive,50,40.42,2.74,0,5,0,11,0,2021,374,137,7.48,23.04,7.72,17.86,43.22499847412109,0.22,0.72,30.55555522441864,7.38,8.78,84.05500030517578,3.44,3.72,1152,386,893,11,36,369,439,172,186,1.38,1.1,69,55,1010
3,10125000.0,26,None,2000,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)",Shareef Abdur-Rahim,1976-12-11,"Marietta, GA",nan,nan,PF,Power Forward,VAN,Vancouver Grizzlies,inactive,82,39.30488,2.9756098,0,10,1,41,0,3223,825,244,10.060976,20.280487,7.243902,15.573171,46.51499938964844,0.35365853,1.1707317,30.20833432674408,5.4390244,6.719512,80.94400024414062,3.304878,3.0365853,1663,594,1277,29,96,446,551,271,249,1.0853659,1.0609756,89,87,1611
3,11250000.0,16,None,2001,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)",Shareef Abdur-Rahim,1976-12-11,"Marietta, GA",nan,nan,PF,Power Forward,VAN,Vancouver Grizzlies,inactive,81,40.012344,2.9382715,1,11,1,33,0,3241,735,238,9.074074,20.530865,7.45679,15.802469,47.1879997253418,0.14814815,0.79012346,18.75,5.4691358,6.5555553,83.427001953125,3.0864198,2.851852,1663,604,1280,12,64,443,531,250,231,1.1111112,0.9506173,90,77,1620
3,12375000.0,13,None,2002,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)",Shareef Abdur-Rahim,1976-12-11,"Marietta, GA",nan,nan,PF,Power Forward,ATL,Atlanta Hawks,inactive,77,38.701298,2.7792208,0,17,1,32,0,2980,696,214,9.038961,21.246754,7.766234,16.844156,46.10599899291992,0.27272728,0.90909094,30.000001192092896,5.4415584,6.7922077,80.11499786376953,3.1038961,3.2467532,1636,598,1297,21,70,419,523,239,250,1.2727273,1.0519481,98,81,1489
3,13500000.0,10,None,2003,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)",Shareef Abdur-Rahim,1976-12-11,"Marietta, GA",nan,nan,PF,Power Forward,ATL,Atlanta Hawks,inactive,81,38.11111,2.9629629,0,9,0,29,0,3087,677,240,8.358025,19.851852,6.987654,14.6049385,47.84400177001953,0.25925925,0.7407407,34.99999940395355,5.617284,6.6790123,84.10399627685547,2.9876542,2.617284,1608,566,1183,21,60,455,541,242,212,1.074074,0.4691358,87,38,1543
3,14625000.0,7,None,2004,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)",Shareef Abdur-Rahim,1976-12-11,"Marietta, GA",nan,nan,PF,Power Forward,POR,Portland Trail Blazers,inactive,85,31.576471,2.6117647,0,11,0,28,0,2684,639,222,7.5176473,16.282352,5.894118,12.4,47.53300094604492,0.105882354,0.4,26.470589637756348,4.388235,5.047059,86.94599914550781,2.0470588,2.164706,1384,501,1054,9,34,373,429,174,184,0.8,0.43529412,68,37,1342
3,5000000.0,123,None,2005,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)",Shareef Abdur-Rahim,1976-12-11,"Marietta, GA",nan,nan,PF,Power Forward,POR,Portland Trail Blazers,inactive,54,34.574074,2.7777777,0,10,1,16,0,1867,392,150,7.259259,16.833334,6.240741,12.407408,50.29899978637695,0.2777778,0.7222222,38.46153914928436,4.0740743,4.703704,86.61399841308594,2.0555556,2.1666667,909,337,670,15,39,220,254,111,117,0.9074074,0.4814815,49,26,933
3,5400000.0,116,None,2006,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)",Shareef Abdur-Rahim,1976-12-11,"Marietta, GA",nan,nan,PF,Power Forward,SAC,Sacramento Kings,inactive,72,27.23611,3.1527777,1,9,1,3,0,1961,357,227,4.9583335,12.319445,4.611111,8.777778,52.53200149536133,0.06944445,0.30555555,22.72727340459824,3.0277777,3.8611112,78.41699981689453,2.0694444,1.5,887,332,632,5,22,218,278,149,108,0.6666667,0.5833333,48,42,980
3,5800000.0,112,None,2007,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)",Shareef Abdur-Rahim,1976-12-11,"Marietta, GA",nan,nan,PF,Power Forward,SAC,Sacramento Kings,inactive,80,25.1875,3.0375,1,8,0,4,0,2015,398,243,4.975,9.9125,3.875,8.175,47.4010009765625,0.0375,0.25,15.000000596046448,2.125,2.925,72.6500015258789,1.3625,1.45,793,310,654,3,20,170,234,109,116,0.6625,0.5,53,40,1007
3,6200000.0,118,None,2008,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)",Shareef Abdur-Rahim,1976-12-11,"Marietta, GA",nan,nan,PF,Power Forward,SAC,Sacramento Kings,inactive,6,8.5,1.5,0,0,0,0,0,51,10,9,1.6666666,1.6666666,0.5,2.3333333,21.429000854492188,0.0,0.0,0.0,0.6666667,0.6666667,100.0,0.6666667,0.16666667,10,3,14,0,0,4,4,4,1,0.16666667,0.0,1,0,25
663,14795000.0,5,None,1999,scottie-pippen,Central Arkansas,"1987: Rd 1, Pk 5 (SEA)",Scottie Pippen,1965-09-25,"Hamburg, AR",nan,nan,SF,Small Forward,HOU,Houston Rockets,inactive,50,40.22,2.36,0,5,1,9,2,2011,323,118,6.46,14.52,5.22,12.08,43.21200180053711,1.44,4.24,33.96226465702057,2.64,3.66,72.13099670410156,5.86,3.18,726,261,604,72,212,132,183,293,159,1.96,0.74,98,37,1005
