,playerId,playerSlug,college,draftinfo,htwt,name,birthdate,birthplace,year
18,429,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)","nan, nan",Jason Kidd,3/23/1973,"San Francisco, CA",2006
19,429,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)","nan, nan",Jason Kidd,3/23/1973,"San Francisco, CA",2007
20,429,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)","nan, nan",Jason Kidd,3/23/1973,"San Francisco, CA",2008
21,429,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)","nan, nan",Jason Kidd,3/23/1973,"San Francisco, CA",2009
22,429,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)","nan, nan",Jason Kidd,3/23/1973,"San Francisco, CA",2010
23,429,jason-kidd,California,"1994: Rd 1, Pk 2 (DAL)","nan, nan",Jason Kidd,3/23/1973,"San Francisco, CA",2011
24,242,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)","nan, nan",Michael Finley,3/6/1973,"Melrose Park, IL",2000
25,242,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)","nan, nan",Michael Finley,3/6/1973,"Melrose Park, IL",2001
26,242,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)","nan, nan",Michael Finley,3/6/1973,"Melrose Park, IL",2002
27,242,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)","nan, nan",Michael Finley,3/6/1973,"Melrose Park, IL",2003
28,242,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)","nan, nan",Michael Finley,3/6/1973,"Melrose Park, IL",2004
29,242,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)","nan, nan",Michael Finley,3/6/1973,"Melrose Park, IL",2005
30,242,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)","nan, nan",Michael Finley,3/6/1973,"Melrose Park, IL",2006
31,242,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)","nan, nan",Michael Finley,3/6/1973,"Melrose Park, IL",2007
32,242,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)","nan, nan",Michael Finley,3/6/1973,"Melrose Park, IL",2008
33,242,michael-finley,Wisconsin,"1995: Rd 1, Pk 21 (PHX)","nan, nan",Michael Finley,3/6/1973,"Melrose Park, IL",2009
34,897,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)","nan, nan",Chris Webber,3/1/1973,"Detroit, MI",2000
35,897,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)","nan, nan",Chris Webber,3/1/1973,"Detroit, MI",2001
36,897,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)","nan, nan",Chris Webber,3/1/1973,"Detroit, MI",2002
37,897,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)","nan, nan",Chris Webber,3/1/1973,"Detroit, MI",2003
38,897,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)","nan, nan",Chris Webber,3/1/1973,"Detroit, MI",2004
39,897,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)","nan, nan",Chris Webber,3/1/1973,"Detroit, MI",2005
40,897,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)","nan, nan",Chris Webber,3/1/1973,"Detroit, MI",2006
41,897,chris-webber,Michigan,"1993: Rd 1, Pk 1 (ORL)","nan, nan",Chris Webber,3/1/1973,"Detroit, MI",2007
42,3,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)","nan, nan",Shareef Abdur-Rahim,12/11/1976,"Marietta, GA",1999
43,3,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)","nan, nan",Shareef Abdur-Rahim,12/11/1976,"Marietta, GA",2000
44,3,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)","nan, nan",Shareef Abdur-Rahim,12/11/1976,"Marietta, GA",2001
45,3,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)","nan, nan",Shareef Abdur-Rahim,12/11/1976,"Marietta, GA",2002
46,3,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)","nan, nan",Shareef Abdur-Rahim,12/11/1976,"Marietta, GA",2003
47,3,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)","nan, nan",Shareef Abdur-Rahim,12/11/1976,"Marietta, GA",2004
48,3,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)","nan, nan",Shareef Abdur-Rahim,12/11/1976,"Marietta, GA",2005
49,3,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)","nan, nan",Shareef Abdur-Rahim,12/11/1976,"Marietta, GA",2006
50,3,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)","nan, nan",Shareef Abdur-Rahim,12/11/1976,"Marietta, GA",2007
51,3,shareef-abdur-rahim,California,"1996: Rd 1, Pk 3 (VAN)","nan, nan",Shareef Abdur-Rahim,12/11/1976,"Marietta, GA",2008
52,663,scottie-pippen,Central Arkansas,"1987: Rd 1, Pk 5 (SEA)","nan, nan",Scottie Pippen,9/25/1965,"Hamburg, AR",1999
53,663,scottie-pippen,Central Arkansas,"1987: Rd 1, Pk 5 (SEA)","nan, nan",Scottie Pippen,9/25/1965,"Hamburg, AR",2000
54,663,scottie-pippen,Central Arkansas,"1987: Rd 1, Pk 5 (SEA)","nan, nan",Scottie Pippen,9/25/1965,"Hamburg, AR",2001
55,663,scottie-pippen,Central Arkansas,"1987: Rd 1, Pk 5 (SEA)","nan, nan",Scottie Pippen,9/25/1965,"Hamburg, AR",2002
56,640,gary-payton,Oregon State,"1990: Rd 1, Pk 2 (SEA)","nan, nan",Gary Payton,7/23/1968,"Oakland, CA",1999
57,640,gary-payton,Oregon State,"1990: Rd 1, Pk 2 (SEA)","nan, nan",Gary Payton,7/23/1968,"Oakland, CA",2000
58,640,gary-payton,Oregon State,"1990: Rd 1, Pk 2 (SEA)","nan, nan",Gary Payton,7/23/1968,"Oakland, CA",2001
59,640,gary-payton,Oregon State,"1990: Rd 1, Pk 2 (SEA)","nan, nan",Gary Payton,7/23/1968,"Oakland, CA",2002
60,640,gary-payton,Oregon State,"1990: Rd 1, Pk 2 (SEA)","nan, nan",Gary Payton,7/23/1968,"Oakland, CA",2005
61,640,gary-payton,Oregon State,"1990: Rd 1, Pk 2 (SEA)","nan, nan",Gary Payton,7/23/1968,"Oakland, CA",2006
62,351,juwan-howard,Michigan,"1994: Rd 1, Pk 5 (WSH)","nan, nan",Juwan Howard,2/7/1973,"Chicago, IL",1999
63,351,juwan-howard,Michigan,"1994: Rd 1, Pk 5 (WSH)","nan, nan",Juwan Howard,2/7/1973,"Chicago, IL",2000
64,351,juwan-howard,Michigan,"1994: Rd 1, Pk 5 (WSH)","nan, nan",Juwan Howard,2/7/1973,"Chicago, IL",2001
65,351,juwan-howard,Michigan,"1994: Rd 1, Pk 5 (WSH)","nan, nan",Juwan Howard,2/7/1973,"Chicago, IL",2002
66,351,juwan-howard,Michigan,"1994: Rd 1, Pk 5 (WSH)","nan, nan",Juwan Howard,2/7/1973,"Chicago, IL",2005
67,351,juwan-howard,Michigan,"1994: Rd 1, Pk 5 (WSH)","nan, nan",Juwan Howard,2/7/1973,"Chicago, IL",2006
68,351,juwan-howard,Michigan,"1994: Rd 1, Pk 5 (WSH)","nan, nan",Juwan Howard,2/7/1973,"Chicago, IL",2007
69,351,juwan-howard,Michigan,"1994: Rd 1, Pk 5 (WSH)","nan, nan",Juwan Howard,2/7/1973,"Chicago, IL",2008
70,351,juwan-howard,Michigan,"1994: Rd 1, Pk 5 (WSH)","nan, nan",Juwan Howard,2/7/1973,"Chicago, IL",2009
71,351,juwan-howard,Michigan,"1994: Rd 1, Pk 5 (WSH)","nan, nan",Juwan Howard,2/7/1973,"Chicago, IL",2010
72,351,juwan-howard,Michigan,"1994: Rd 1, Pk 5 (WSH)","nan, nan",Juwan Howard,2/7/1973,"Chicago, IL",2011
73,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2000
74,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2001
75,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2002
76,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2003
77,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2005
78,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2006
79,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2007
80,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2008
81,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2009
82,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2010
83,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2011
84,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2012
85,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2013
86,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2014
87,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2015
88,215,tim-duncan,Wake Forest,"1997: Rd 1, Pk 1 (SA)","nan, nan",Tim Duncan,4/25/1976,Virgin Islands,2016
89,302,anfernee-hardaway,Memphis,"1993: Rd 1, Pk 3 (GS)","nan, nan",Anfernee Hardaway,7/18/1971,"Memphis, TN",1999
90,302,anfernee-hardaway,Memphis,"1993: Rd 1, Pk 3 (GS)","nan, nan",Anfernee Hardaway,7/18/1971,"Memphis, TN",2000
91,302,anfernee-hardaway,Memphis,"1993: Rd 1, Pk 3 (GS)","nan, nan",Anfernee Hardaway,7/18/1971,"Memphis, TN",2001
92,302,anfernee-hardaway,Memphis,"1993: Rd 1, Pk 3 (GS)","nan, nan",Anfernee Hardaway,7/18/1971,"Memphis, TN",2002
93,302,anfernee-hardaway,Memphis,"1993: Rd 1, Pk 3 (GS)","nan, nan",Anfernee Hardaway,7/18/1971,"Memphis, TN",2003
94,302,anfernee-hardaway,Memphis,"1993: Rd 1, Pk 3 (GS)","nan, nan",Anfernee Hardaway,7/18/1971,"Memphis, TN",2004
95,302,anfernee-hardaway,Memphis,"1993: Rd 1, Pk 3 (GS)","nan, nan",Anfernee Hardaway,7/18/1971,"Memphis, TN",2005
96,530,antonio-mcdyess,Alabama,"1995: Rd 1, Pk 2 (LAC)","nan, nan",Antonio McDyess,9/7/1974,"Quitman, MS",1999
97,530,antonio-mcdyess,Alabama,"1995: Rd 1, Pk 2 (LAC)","nan, nan",Antonio McDyess,9/7/1974,"Quitman, MS",2000
98,530,antonio-mcdyess,Alabama,"1995: Rd 1, Pk 2 (LAC)","nan, nan",Antonio McDyess,9/7/1974,"Quitman, MS",2001
99,530,antonio-mcdyess,Alabama,"1995: Rd 1, Pk 2 (LAC)","nan, nan",Antonio McDyess,9/7/1974,"Quitman, MS",2005
100,530,antonio-mcdyess,Alabama,"1995: Rd 1, Pk 2 (LAC)","nan, nan",Antonio McDyess,9/7/1974,"Quitman, MS",2006
101,530,antonio-mcdyess,Alabama,"1995: Rd 1, Pk 2 (LAC)","nan, nan",Antonio McDyess,9/7/1974,"Quitman, MS",2007
102,530,antonio-mcdyess,Alabama,"1995: Rd 1, Pk 2 (LAC)","nan, nan",Antonio McDyess,9/7/1974,"Quitman, MS",2008
103,530,antonio-mcdyess,Alabama,"1995: Rd 1, Pk 2 (LAC)","nan, nan",Antonio McDyess,9/7/1974,"Quitman, MS",2009
104,530,antonio-mcdyess,Alabama,"1995: Rd 1, Pk 2 (LAC)","nan, nan",Antonio McDyess,9/7/1974,"Quitman, MS",2010
105,530,antonio-mcdyess,Alabama,"1995: Rd 1, Pk 2 (LAC)","nan, nan",Antonio McDyess,9/7/1974,"Quitman, MS",2011
106,509,stephon-marbury,Georgia Tech,"1996: Rd 1, Pk 4 (MIL)","nan, nan",Stephon Marbury,2/20/1977,"Brooklyn, NY",1999
107,509,stephon-marbury,Georgia Tech,"1996: Rd 1, Pk 4 (MIL)","nan, nan",Stephon Marbury,2/20/1977,"Brooklyn, NY",2000
108,509,stephon-marbury,Georgia Tech,"1996: Rd 1, Pk 4 (MIL)","nan, nan",Stephon Marbury,2/20/1977,"Brooklyn, NY",2001
109,509,stephon-marbury,Georgia Tech,"1996: Rd 1, Pk 4 (MIL)","nan, nan",Stephon Marbury,2/20/1977,"Brooklyn, NY",2002
110,509,stephon-marbury,Georgia Tech,"1996: Rd 1, Pk 4 (MIL)","nan, nan",Stephon Marbury,2/20/1977,"Brooklyn, NY",2003
111,509,stephon-marbury,Georgia Tech,"1996: Rd 1, Pk 4 (MIL)","nan, nan",Stephon Marbury,2/20/1977,"Brooklyn, NY",2004
112,509,stephon-marbury,Georgia Tech,"1996: Rd 1, Pk 4 (MIL)","nan, nan",Stephon Marbury,2/20/1977,"Brooklyn, NY",2005
113,509,stephon-marbury,Georgia Tech,"1996: Rd 1, Pk 4 (MIL)","nan, nan",Stephon Marbury,2/20/1977,"Brooklyn, NY",2006
114,509,stephon-marbury,Georgia Tech,"1996: Rd 1, Pk 4 (MIL)","nan, nan",Stephon Marbury,2/20/1977,"Brooklyn, NY",2007
115,509,stephon-marbury,Georgia Tech,"1996: Rd 1, Pk 4 (MIL)","nan, nan",Stephon Marbury,2/20/1977,"Brooklyn, NY",2008
116,704,mitch-richmond,Kansas State,"1988: Rd 1, Pk 5 (GS)","nan, nan",Mitch Richmond,6/30/1965,"Fort Lauderdale, FL",2001
117,580,alonzo-mourning,Georgetown,"1992: Rd 1, Pk 2 (CHA)","nan, nan",Alonzo Mourning,2/8/1970,"Chesapeake, VA",1999
118,580,alonzo-mourning,Georgetown,"1992: Rd 1, Pk 2 (CHA)","nan, nan",Alonzo Mourning,2/8/1970,"Chesapeake, VA",2000
119,580,alonzo-mourning,Georgetown,"1992: Rd 1, Pk 2 (CHA)","nan, nan",Alonzo Mourning,2/8/1970,"Chesapeake, VA",2001
120,580,alonzo-mourning,Georgetown,"1992: Rd 1, Pk 2 (CHA)","nan, nan",Alonzo Mourning,2/8/1970,"Chesapeake, VA",2005
121,580,alonzo-mourning,Georgetown,"1992: Rd 1, Pk 2 (CHA)","nan, nan",Alonzo Mourning,2/8/1970,"Chesapeake, VA",2006
122,580,alonzo-mourning,Georgetown,"1992: Rd 1, Pk 2 (CHA)","nan, nan",Alonzo Mourning,2/8/1970,"Chesapeake, VA",2007
123,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",1999
124,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2000
125,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2001
126,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2002
127,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2003
128,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2004
129,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2005
130,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2006
131,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2007
132,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2008
133,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2009
134,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2010
135,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2011
136,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2012
137,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2013
138,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2014
139,110,kobe-bryant,,"1996: Rd 1, Pk 13 (CHA)","nan, nan",Kobe Bryant,8/23/1978,"Philadelphia, PA",2015
140,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",1999
141,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2000
142,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2001
143,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2002
144,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2003
145,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2005
146,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2006
147,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2007
148,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2008
149,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2009
150,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2010
151,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2011
152,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2012
153,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2013
154,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2014
155,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2015
156,261,kevin-garnett,,"1995: Rd 1, Pk 5 (MIN)","nan, nan",Kevin Garnett,5/19/1976,"Mauldin, SC",2016
157,546,ron-mercer,Kentucky,"1997: Rd 1, Pk 6 (BOS)","nan, nan",Ron Mercer,5/18/1976,"Nashville, TN",2000
158,546,ron-mercer,Kentucky,"1997: Rd 1, Pk 6 (BOS)","nan, nan",Ron Mercer,5/18/1976,"Nashville, TN",2001
159,546,ron-mercer,Kentucky,"1997: Rd 1, Pk 6 (BOS)","nan, nan",Ron Mercer,5/18/1976,"Nashville, TN",2002
160,546,ron-mercer,Kentucky,"1997: Rd 1, Pk 6 (BOS)","nan, nan",Ron Mercer,5/18/1976,"Nashville, TN",2003
161,402,eddie-jones,Temple,"1994: Rd 1, Pk 10 (LAL)","nan, nan",Eddie Jones,10/20/1971,"Pompano Beach, FL",2000
162,402,eddie-jones,Temple,"1994: Rd 1, Pk 10 (LAL)","nan, nan",Eddie Jones,10/20/1971,"Pompano Beach, FL",2001
163,402,eddie-jones,Temple,"1994: Rd 1, Pk 10 (LAL)","nan, nan",Eddie Jones,10/20/1971,"Pompano Beach, FL",2002
164,402,eddie-jones,Temple,"1994: Rd 1, Pk 10 (LAL)","nan, nan",Eddie Jones,10/20/1971,"Pompano Beach, FL",2003
165,402,eddie-jones,Temple,"1994: Rd 1, Pk 10 (LAL)","nan, nan",Eddie Jones,10/20/1971,"Pompano Beach, FL",2004
166,402,eddie-jones,Temple,"1994: Rd 1, Pk 10 (LAL)","nan, nan",Eddie Jones,10/20/1971,"Pompano Beach, FL",2005
167,402,eddie-jones,Temple,"1994: Rd 1, Pk 10 (LAL)","nan, nan",Eddie Jones,10/20/1971,"Pompano Beach, FL",2006
168,402,eddie-jones,Temple,"1994: Rd 1, Pk 10 (LAL)","nan, nan",Eddie Jones,10/20/1971,"Pompano Beach, FL",2007
169,402,eddie-jones,Temple,"1994: Rd 1, Pk 10 (LAL)","nan, nan",Eddie Jones,10/20/1971,"Pompano Beach, FL",2008
170,446,toni-kukoc,,"1990: Rd 2, Pk 29 (CHI)","nan, nan",Toni Kukoc,9/18/1968,Yugoslavia,2001
171,446,toni-kukoc,,"1990: Rd 2, Pk 29 (CHI)","nan, nan",Toni Kukoc,9/18/1968,Yugoslavia,2002
172,446,toni-kukoc,,"1990: Rd 2, Pk 29 (CHI)","nan, nan",Toni Kukoc,9/18/1968,Yugoslavia,2003
173,446,toni-kukoc,,"1990: Rd 2, Pk 29 (CHI)","nan, nan",Toni Kukoc,9/18/1968,Yugoslavia,2005
174,869,keith-van-horn,Utah,"1997: Rd 1, Pk 2 (PHI)","nan, nan",Keith Van Horn,10/23/1975,"Fullerton, CA",2000
175,869,keith-van-horn,Utah,"1997: Rd 1, Pk 2 (PHI)","nan, nan",Keith Van Horn,10/23/1975,"Fullerton, CA",2001
176,869,keith-van-horn,Utah,"1997: Rd 1, Pk 2 (PHI)","nan, nan",Keith Van Horn,10/23/1975,"Fullerton, CA",2002
177,869,keith-van-horn,Utah,"1997: Rd 1, Pk 2 (PHI)","nan, nan",Keith Van Horn,10/23/1975,"Fullerton, CA",2003
178,869,keith-van-horn,Utah,"1997: Rd 1, Pk 2 (PHI)","nan, nan",Keith Van Horn,10/23/1975,"Fullerton, CA",2004
179,869,keith-van-horn,Utah,"1997: Rd 1, Pk 2 (PHI)","nan, nan",Keith Van Horn,10/23/1975,"Fullerton, CA",2005
180,501,karl-malone,Louisiana Tech,"1985: Rd 1, Pk 13 (UTAH)","nan, nan",Karl Malone,7/24/1963,"Summerfield, LA",1999
181,501,karl-malone,Louisiana Tech,"1985: Rd 1, Pk 13 (UTAH)","nan, nan",Karl Malone,7/24/1963,"Summerfield, LA",2000
182,501,karl-malone,Louisiana Tech,"1985: Rd 1, Pk 13 (UTAH)","nan, nan",Karl Malone,7/24/1963,"Summerfield, LA",2001
183,501,karl-malone,Louisiana Tech,"1985: Rd 1, Pk 13 (UTAH)","nan, nan",Karl Malone,7/24/1963,"Summerfield, LA",2002
184,818,rod-strickland,DePaul,"1988: Rd 1, Pk 19 (NY)","nan, nan",Rod Strickland,7/11/1966,"Bronx, NY",2000
185,818,rod-strickland,DePaul,"1988: Rd 1, Pk 19 (NY)","nan, nan",Rod Strickland,7/11/1966,"Bronx, NY",2001
186,336,grant-hill,Duke,"1994: Rd 1, Pk 3 (DET)","nan, nan",Grant Hill,10/5/1972,"Dallas, TX",2000
187,336,grant-hill,Duke,"1994: Rd 1, Pk 3 (DET)","nan, nan",Grant Hill,10/5/1972,"Dallas, TX",2001
188,336,grant-hill,Duke,"1994: Rd 1, Pk 3 (DET)","nan, nan",Grant Hill,10/5/1972,"Dallas, TX",2002
189,336,grant-hill,Duke,"1994: Rd 1, Pk 3 (DET)","nan, nan",Grant Hill,10/5/1972,"Dallas, TX",2005
190,336,grant-hill,Duke,"1994: Rd 1, Pk 3 (DET)","nan, nan",Grant Hill,10/5/1972,"Dallas, TX",2006
191,336,grant-hill,Duke,"1994: Rd 1, Pk 3 (DET)","nan, nan",Grant Hill,10/5/1972,"Dallas, TX",2007
